ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
12289,112-NG-T01,Pre-PQ Process,SO-21052,DN-1257,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,05-Jun-09,05-Jun-09,05-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1747,15303.72,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,148,1012.18,30
12290,123-NG-T01,Pre-PQ Process,SO-24482,DN-1263,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,3235,23033.2,7.12,0.12,"Cipla, Goa, India",No,See DN-1263 (ID#:11053),See DN-1263 (ID#:11053),45.15
12293,102-KE-T01,Pre-PQ Process,SO-27850,DN-1275,Kenya,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,28-May-09,28-May-09,28-May-09,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,2500,80000,32,1.6,"Trinity Biotech, Plc",Yes,Weight Captured Separately,Invoiced Separately,156.8
12294,106-HT-T01,Pre-PQ Process,SO-24832,DN-1278,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Jun-09,18-Jun-09,18-Jun-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1428,3198.72,2.24,0.07,"Aurobindo Unit III, India",Yes,83,7789.85,6.27
12295,151-NG-T01,Pre-PQ Process,SO-30022,DN-1290,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,24269,637061.25,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,2094,7329.83,1248.64
12296,114-UG-T01,Pre-PQ Process,SO-26170,DN-1293,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,29-Jun-09,29-Jun-09,29-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,10372,119900.32,11.56,0.19,Mylan (formerly Matrix) Nashik,Yes,1312,14569.14,235
12297,151-NG-T01,Pre-PQ Process,SO-22520,DN-1294,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,27314,716992.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,2363,7329.83,1405.31
12299,110-ZM-T01,Pre-PQ Process,SO-29070,DN-1325,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,29-Sep-09,29-Sep-09,29-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,92000,1058000,11.5,0.38,Mylan (formerly Matrix) Nashik,Yes,7579,6759.28,2073.68
12300,111-MZ-T01,Pre-PQ Process,SO-26423,DN-1332,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,27-Aug-09,27-Aug-09,27-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,23100,87780,3.8,0.06,"Cipla, Goa, India",No,See DN-1332 (ID#:11663),See DN-1332 (ID#:11663),172.05
12301,151-NG-T01,Pre-PQ Process,SO-32644,DN-1338,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,04-Aug-09,04-Aug-09,04-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5800,66120,11.4,0.19,"Aurobindo Unit III, India",Yes,654,7445.8,129.6
12302,151-NG-T01,Pre-PQ Process,SO-27810,DN-1346,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,04-Aug-09,04-Aug-09,04-Aug-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,22730,596662.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,1977,7445.8,1169.46
12303,104-CI-T01,Pre-PQ Process,SO-27533,DN-1357,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,11-Aug-09,11-Aug-09,11-Aug-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3280,31881.6,9.72,0.32,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,229,1854.88,62.49
12304,151-NG-T01,Pre-PQ Process,SO-27817,DN-1367,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,04-Aug-09,04-Aug-09,04-Aug-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,5794,68079.5,11.75,0.39,Mylan (formerly Matrix) Nashik,No,See DN-1367 (ID#:11346),See DN-1367 (ID#:11346),133.44
12305,106-HT-T01,Pre-PQ Process,SO-32730,DN-1374,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,31-Jul-09,31-Jul-09,31-Jul-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,525,6683.25,12.73,0.14,"Aurobindo Unit III, India",No,See DN-1374 (ID#:11999),See DN-1374 (ID#:11999),13.1
12307,111-MZ-T01,Pre-PQ Process,SO-26420,DN-1377,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,17-Sep-09,17-Sep-09,17-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,76000,541120,7.12,0.12,"Strides, Bangalore, India.",Yes,5597,1799.88,1060.6
12309,107-RW-T01,Pre-PQ Process,SO-32800,DN-1385,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,31-Jul-09,31-Jul-09,31-Jul-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8766,21389.04,2.44,0.04,"Aurobindo Unit III, India",Yes,447,4257.01,41.92
12310,114-UG-T01,Pre-PQ Process,SO-32920,DN-1397,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,24-Aug-09,24-Aug-09,24-Aug-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1650,4785,2.9,0.05,Hetero Unit III Hyderabad IN,No,See DN-1397 (ID#:11678),See DN-1397 (ID#:11678),9.38
12311,114-UG-T01,Pre-PQ Process,SO-32950,DN-1399,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,28-Aug-09,28-Aug-09,28-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,24000,210240,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,5748,38957.51,412.07
12312,114-UG-T01,Pre-PQ Process,SO-32950,DN-1399,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,28-Aug-09,28-Aug-09,28-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,34000,385900,11.35,0.19,"Aurobindo Unit III, India",No,See DN-1399 (ID#:12311),See DN-1399 (ID#:12311),756.36
12313,104-CI-T01,Pre-PQ Process,SO-32210,DN-1401,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,08-Sep-09,08-Sep-09,08-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,28170,319729.5,11.35,0.19,"Aurobindo Unit III, India",No,See DN-1401 (ID#:10793),See DN-1401 (ID#:10793),626.67
12314,110-ZM-T01,Pre-PQ Process,SO-29080,DN-1404,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,22-Sep-09,22-Sep-09,22-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,92000,1058000,11.5,0.38,Mylan (formerly Matrix) Nashik,Yes,7678,6759.28,2073.68
12315,110-ZM-T01,Pre-PQ Process,SO-29090,DN-1406,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,22-Sep-09,22-Sep-09,22-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,92095,1059092.5,11.5,0.38,Mylan (formerly Matrix) Nashik,Yes,7686,6759.28,2075.82
12316,113-ZW-T01,Pre-PQ Process,SO-21020,DN-1411,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,22-Sep-09,22-Sep-09,22-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,4000,16000,4,0.07,"Cipla, Goa, India",No,See DN-1411 (ID#:11352),See DN-1411 (ID#:11352),31.36
12317,110-ZM-T01,Pre-PQ Process,SO-29030,DN-1407,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,19-Oct-09,19-Oct-09,19-Oct-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15718,47154,3,0.05,"Aurobindo Unit III, India",No,See DN-1407 (ID#:11681),See DN-1407 (ID#:11681),92.42
12318,104-CI-T01,Pre-PQ Process,SO-33250,DN-1428,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,21-Sep-09,21-Sep-09,21-Sep-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,666,7825.5,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,54,1713.01,15.34
12319,109-TZ-T01,Pre-PQ Process,SO-31281,DN-1430,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,25-Sep-09,25-Sep-09,25-Sep-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,9243,235234.35,25.45,0.42,"Aurobindo Unit III, India",Yes,936,2233.61,461.06
12320,110-ZM-T01,Pre-PQ Process,SO-32850,DN-1432,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,02-Oct-09,02-Oct-09,02-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,61520,438022.4,7.12,0.12,"Cipla, Goa, India",Yes,23888,13518.56,858.52
12321,151-NG-T01,Pre-PQ Process,SO-33330,DN-1433,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,40230,458622,11.4,0.19,"Aurobindo Unit III, India",Yes,4531,30983.24,898.9
12322,151-NG-T01,Pre-PQ Process,SO-33337,DN-1439,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1756,20018.4,11.4,0.19,"Aurobindo Unit III, India",Yes,198,9341.49,39.24
12323,104-CI-T01,Pre-PQ Process,SO-32830,DN-1451,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,25-Aug-09,07-Oct-09,07-Oct-09,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1547,2970.24,1.92,0.01,"Aurobindo Unit III, India",Yes,581,1234.9,5.82
12324,111-MZ-T01,Pre-PQ Process,SO-26424,DN-1457,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,07-Oct-09,07-Oct-09,07-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,2592,6324.48,2.44,0.04,"Aurobindo Unit III, India",No,See DN-1457 (ID#:11687),See DN-1457 (ID#:11687),12.4
12325,117-ET-T01,Pre-PQ Process,SO-33640,DN-1472,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,29-Sep-09,29-Sep-09,29-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4234,10330.96,2.44,0.04,"Aurobindo Unit III, India",Yes,212,1489.4,20.25
12326,100-LB-T01,Pre-PQ Process,SO-33890,DN-1486,Lebanon,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,18-Nov-09,18-Nov-09,18-Nov-09,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,50,0.5,0.01,0,"Aurobindo Unit III, India",No,See DN-1486 (ID#:11072),See DN-1486 (ID#:11072),0
12327,100-LB-T01,Pre-PQ Process,SO-33910,DN-1488,Lebanon,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,24-Nov-09,24-Nov-09,24-Nov-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,200,2,0.01,0,Hetero Unit III Hyderabad IN,No,See DN-1488 (ID#:11074),See DN-1488 (ID#:11074),0
12328,110-ZM-T01,Pre-PQ Process,SO-33320,DN-1499,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,23-Oct-09,23-Oct-09,23-Oct-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,13941,80578.98,5.78,0.19,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,986,5097.09,173.73
12329,114-UG-T01,Pre-PQ Process,SO-34290,DN-1528,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,23-Nov-09,23-Nov-09,23-Nov-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,60,240,4,0.07,"Cipla, Goa, India",Yes,4,396.08,0.52
12330,117-ET-T01,Pre-PQ Process,SO-34581,DN-1584,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,02-Dec-09,02-Dec-09,02-Dec-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4460,12934,2.9,0.05,Hetero Unit III Hyderabad IN,Yes,250,1366.22,27.89
12334,113-ZW-T01,Pre-PQ Process,SO-224,DN-32,Zimbabwe,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,23-Mar-07,23-Mar-07,23-Mar-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7000,113750,16.25,0.54,"Aurobindo Unit III, India",Yes,581,1886.21,
12335,112-NG-T01,Pre-PQ Process,SO-339,DN-27,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,22-Feb-07,22-Feb-07,22-Feb-07,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1200,2580,2.15,0.01,"Aurobindo Unit III, India",No,See DN-27 (ID#:10544),See DN-27 (ID#:10544),
12336,107-RW-T01,Pre-PQ Process,SO-239,DN-70,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-Apr-07,10-Apr-07,10-Apr-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,500,16000,32,1.6,"Trinity Biotech, Plc",No,See DN-70 (ID#:11095),See DN-70 (ID#:11095),
12337,111-MZ-T01,Pre-PQ Process,SO-501,DN-126,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,01-Jun-07,01-Jun-07,01-Jun-07,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,650,2567.5,3.95,0.02,"Aurobindo Unit III, India",Yes,193,478.51,
12341,111-MZ-T01,Pre-PQ Process,SO-293,DN-44,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,23035,385836.25,16.75,0.56,"Aurobindo Unit III, India",No,See DN-44 (ID#:10549),See DN-44 (ID#:10549),
12342,111-MZ-T01,Pre-PQ Process,SO-293,DN-44,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,540,1317.6,2.44,0.01,"Cipla, Goa, India",No,See DN-44 (ID#:10549),See DN-44 (ID#:10549),
12346,100-BW-T01,Pre-PQ Process,SO-424,DN-83,Botswana,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,27-Apr-07,27-Apr-07,27-Apr-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,500,16000,32,1.6,"Trinity Biotech, Plc",Yes,164,1225.37,
12349,100-CI-T01,Pre-PQ Process,SO-434,DN-78,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8148,132405,16.25,0.54,"Aurobindo Unit III, India",Yes,742,2658,
12350,111-MZ-T01,Pre-PQ Process,SO-500,DN-152,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,08-Jun-07,08-Jun-07,08-Jun-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,900,36990,41.1,0.34,ABBVIE Ludwigshafen Germany,No,Weight Captured Separately,Freight Included in Commodity Cost,
12351,111-MZ-T01,Pre-PQ Process,SO-544,DN-153,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,08-Jun-07,08-Jun-07,08-Jun-07,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,8100,31995,3.95,0.02,"Aurobindo Unit III, India",Yes,2952,Freight Included in Commodity Cost,
12352,104-CI-T01,Pre-PQ Process,SO-585,DN-193,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,28-Jun-07,28-Jun-07,28-Jun-07,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2100,75180,35.8,0.6,"Aurobindo Unit III, India",No,See DN-193 (ID#:11387),See DN-193 (ID#:11387),120.29
12354,112-NG-T01,Pre-PQ Process,SO-563,DN-209,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,03-Jul-07,03-Jul-07,03-Jul-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,538,1920.66,3.57,0.06,"Aurobindo Unit III, India",No,See DN-209 (ID#:11136),See DN-209 (ID#:11136),3.07
12355,110-ZM-T01,Pre-PQ Process,SO-637,DN-177,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,15-Jun-07,15-Jun-07,15-Jun-07,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,192,4128,21.5,0.09,"Aurobindo Unit III, India",Yes,70,650.12,
12358,107-RW-T01,Pre-PQ Process,SO-602,DN-156,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,05-Jun-07,05-Jun-07,05-Jun-07,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,3431,11356.61,3.31,0.06,"Ranbaxy, Paonta Shahib, India",Yes,216,2520.47,
12364,111-MZ-T01,Pre-PQ Process,SO-578,DN-184,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,11-Jul-07,11-Jul-07,11-Jul-07,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,1171,81970,70,1.17,GSK Ware (UK),No,See DN-184 (ID#:12060),See DN-184 (ID#:12060),
12365,112-NG-T01,Pre-PQ Process,SO-563,DN-209,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,03-Jul-07,03-Jul-07,03-Jul-07,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,278,1098.1,3.95,0.02,"Aurobindo Unit III, India",No,See DN-209 (ID#:11136),See DN-209 (ID#:11136),1.76
12366,111-MZ-T01,Pre-PQ Process,SO-576,DN-148,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,13-Jun-07,13-Jun-07,13-Jun-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,1844,6306.48,3.42,0.11,"MSD Manati, Puerto Rico, (USA)",No,See DN-148 (ID#:10564),See DN-148 (ID#:10564),
12368,117-ET-T01,Pre-PQ Process,SO-582,DN-157,Ethiopia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,24-May-07,24-May-07,24-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,200,6400,32,1.6,"Trinity Biotech, Plc",No,See DN-157 (ID#:11403),See DN-157 (ID#:11403),
12369,104-CI-T01,Pre-PQ Process,SO-617,DN-163,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,15-Jun-07,15-Jun-07,15-Jun-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,4374,37266.48,8.52,0.14,"Aurobindo Unit III, India",Yes,230,1432,
